,Venue,Venue Category,Venue ID,Venue Latitude,Venue Longitude,gender,id
794,Genesis Bar & Restaurant,40.77954840119824,45fbbe93f964a52061441fe3,-73.95051207314302,Sports Bar,male,480850
795,Rathbone's,40.779347123598974,3fd66200f964a520dbe81ee3,-73.95069270894403,Sports Bar,none,528705357
796,Rathbone's,40.779347123598974,3fd66200f964a520dbe81ee3,-73.95069270894403,Sports Bar,female,125692
797,Gracie Mews Diner,40.77353688350829,4a3d4791f964a5200ea21fe3,-73.9517811929898,Diner,male,103708814
798,Gracie Mews Diner,40.77353688350829,4a3d4791f964a5200ea21fe3,-73.9517811929898,Diner,female,1328889
799,Gracie Mews Diner,40.77353688350829,4a3d4791f964a5200ea21fe3,-73.9517811929898,Diner,female,3859026
800,Five Mile Stone,40.77724623519559,52f287cc11d26849c4522392,-73.95218284225119,Bar,male,354543062
801,Five Mile Stone,40.77724623519559,52f287cc11d26849c4522392,-73.95218284225119,Bar,male,512137657
802,Five Mile Stone,40.77724623519559,52f287cc11d26849c4522392,-73.95218284225119,Bar,none,468294380
803,Dorrian's Red Hand,40.77647497186799,3fd66200f964a5206fe81ee3,-73.9525851447182,Bar,male,8269159
804,Dorrian's Red Hand,40.77647497186799,3fd66200f964a5206fe81ee3,-73.9525851447182,Bar,female,1577881
805,East End Bar & Grill,40.77740490094202,4aaaf5cdf964a520475820e3,-73.94893499330323,Sports Bar,male,4982269
806,East End Bar & Grill,40.77740490094202,4aaaf5cdf964a520475820e3,-73.94893499330323,Sports Bar,female,1389507
807,East End Bar & Grill,40.77740490094202,4aaaf5cdf964a520475820e3,-73.94893499330323,Sports Bar,male,105646
808,Mocha Burger Express,40.776147,5816825738fa002769098f5d,-73.952964,Burger Joint,male,1192974
809,Mocha Burger Express,40.776147,5816825738fa002769098f5d,-73.952964,Burger Joint,male,1491653
810,Mocha Burger Express,40.776147,5816825738fa002769098f5d,-73.952964,Burger Joint,male,91485626
811,Gracie's Corner Diner,40.77777548513098,5343e85d498ee3a87c5ca1fe,-73.9518106818528,Diner,male,55965888
812,Gracie's Corner Diner,40.77777548513098,5343e85d498ee3a87c5ca1fe,-73.9518106818528,Diner,male,47330663
813,Gracie's Corner Diner,40.77777548513098,5343e85d498ee3a87c5ca1fe,-73.9518106818528,Diner,female,68857583
814,International Wings Factory,40.78035918635292,50e9f18de4b0924935787cab,-73.94689455172707,Wings Joint,male,437018963
815,International Wings Factory,40.78035918635292,50e9f18de4b0924935787cab,-73.94689455172707,Wings Joint,female,447310185
816,International Wings Factory,40.78035918635292,50e9f18de4b0924935787cab,-73.94689455172707,Wings Joint,male,1024096
817,J.G. Melon,40.77105,3fd66200f964a52044ea1ee3,-73.95931,Burger Joint,male,481765239
818,5 Napkin Burger,40.767448,54f03650498ee77ce407e052,-73.9596012,Burger Joint,female,71959734
819,5 Napkin Burger,40.767448,54f03650498ee77ce407e052,-73.9596012,Burger Joint,male,124117609
820,5 Napkin Burger,40.767448,54f03650498ee77ce407e052,-73.9596012,Burger Joint,male,5707431
821,Bareburger,40.768504958401984,4f36cf39e4b0fc67a89276f5,-73.95519116524163,Burger Joint,male,7635414
822,Bareburger,40.768504958401984,4f36cf39e4b0fc67a89276f5,-73.95519116524163,Burger Joint,male,2992962
823,Bareburger,40.768504958401984,4f36cf39e4b0fc67a89276f5,-73.95519116524163,Burger Joint,male,3172
824,Mel's Burger Bar,40.77109561905668,55f0d205498eb7dd602e122f,-73.95669201047616,Burger Joint,male,74992467
825,Mel's Burger Bar,40.77109561905668,55f0d205498eb7dd602e122f,-73.95669201047616,Burger Joint,female,327074514
826,Americas Burgers & Wraps,40.766911,4ab2e033f964a520c56c20e3,-73.962512,Burger Joint,female,51628839
827,Americas Burgers & Wraps,40.766911,4ab2e033f964a520c56c20e3,-73.962512,Burger Joint,none,408173743
828,Americas Burgers & Wraps,40.766911,4ab2e033f964a520c56c20e3,-73.962512,Burger Joint,male,86039179
829,EJ's Luncheonette,40.770459,3fd66200f964a520dbe71ee3,-73.959843,Diner,female,23423747
830,EJ's Luncheonette,40.770459,3fd66200f964a520dbe71ee3,-73.959843,Diner,female,3048223
831,EJ's Luncheonette,40.770459,3fd66200f964a520dbe71ee3,-73.959843,Diner,female,86530276
832,The Stumble Inn,40.771316658668866,49d012ecf964a520fc5a1fe3,-73.95633817737706,Bar,female,3642715
833,The Stumble Inn,40.771316658668866,49d012ecf964a520fc5a1fe3,-73.95633817737706,Bar,male,13793014
834,The Pony Bar,40.76978084671053,4f95cf8bd5fb282730b426c5,-73.95449468539174,Bar,female,484332885
835,The Pony Bar,40.76978084671053,4f95cf8bd5fb282730b426c5,-73.95449468539174,Bar,male,6816339
836,The Pony Bar,40.76978084671053,4f95cf8bd5fb282730b426c5,-73.95449468539174,Bar,male,2372100
837,Cafe Luka,40.76696129261124,4ae230f8f964a5209f8b21e3,-73.95662560422727,Diner,male,23112942
838,Good Health Natural Cafe,40.769501678625616,4dd927101f6ee146834c5e6a,-73.9548266531153,Vegetarian / Vegan Restaurant,female,39896
839,Good Health Natural Cafe,40.769501678625616,4dd927101f6ee146834c5e6a,-73.9548266531153,Vegetarian / Vegan Restaurant,male,46428363
840,Finnegans Wake,40.76855160620952,40f47780f964a520990a1fe3,-73.95558314299699,Bar,female,3597604
841,Finnegans Wake,40.76855160620952,40f47780f964a520990a1fe3,-73.95558314299699,Bar,male,236674
842,Finnegans Wake,40.76855160620952,40f47780f964a520990a1fe3,-73.95558314299699,Bar,male,17612422
843,Neil's Coffee Shop,40.769038471702274,4b5c5b25f964a520362c29e3,-73.96314605175094,Diner,female,68304593
844,Neil's Coffee Shop,40.769038471702274,4b5c5b25f964a520362c29e3,-73.96314605175094,Diner,male,3563122
845,Neil's Coffee Shop,40.769038471702274,4b5c5b25f964a520362c29e3,-73.96314605175094,Diner,male,2507725
846,Goburger,40.77034439430607,4e9e02edcc2132d67d7b4de6,-73.95637432467015,Food Truck,male,180011
847,Goburger,40.77034439430607,4e9e02edcc2132d67d7b4de6,-73.95637432467015,Food Truck,female,494884
848,Silver Star Diner,40.76436301071809,4ad2b59ff964a52088e220e3,-73.96165125146348,Diner,male,522919
849,Silver Star Diner,40.76436301071809,4ad2b59ff964a52088e220e3,-73.96165125146348,Diner,male,2179345
850,Silver Star Diner,40.76436301071809,4ad2b59ff964a52088e220e3,-73.96165125146348,Diner,female,103109456
851,J.G. Melon,40.78583587179941,59bee8dee2d4aa3d685c37a9,-73.97646085991214,Burger Joint,male,89062689
852,J.G. Melon,40.78583587179941,59bee8dee2d4aa3d685c37a9,-73.97646085991214,Burger Joint,male,142895
853,J.G. Melon,40.78583587179941,59bee8dee2d4aa3d685c37a9,-73.97646085991214,Burger Joint,female,389112603
854,Island Burgers & Shakes,40.78402855663061,4e6ab03588772457c493153b,-73.97773543063792,Burger Joint,female,74407
855,Island Burgers & Shakes,40.78402855663061,4e6ab03588772457c493153b,-73.97773543063792,Burger Joint,male,808231
856,Island Burgers & Shakes,40.78402855663061,4e6ab03588772457c493153b,-73.97773543063792,Burger Joint,male,376948987
857,Fred's Restaurant,40.78565778922317,44281118f964a520ba311fe3,-73.97653947514475,American Restaurant,female,18813324
858,Fred's Restaurant,40.78565778922317,44281118f964a520ba311fe3,-73.97653947514475,American Restaurant,male,3247536
859,5 Napkin Burger,40.78707,4b67772af964a520ae502be3,-73.97791,Burger Joint,female,54796936
860,5 Napkin Burger,40.78707,4b67772af964a520ae502be3,-73.97791,Burger Joint,female,2392070
861,5 Napkin Burger,40.78707,4b67772af964a520ae502be3,-73.97791,Burger Joint,female,106796728
862,George Keeley NYC,40.78599000000001,3fd66200f964a5200ce91ee3,-73.97617199999998,Pub,male,67365901
863,George Keeley NYC,40.78599000000001,3fd66200f964a5200ce91ee3,-73.97617199999998,Pub,male,451556996
864,e's BAR,40.786789787793204,5349cafa11d2adce986d476d,-73.97565381430985,Bar,female,57216616
865,e's BAR,40.786789787793204,5349cafa11d2adce986d476d,-73.97565381430985,Bar,female,471451026
866,e's BAR,40.786789787793204,5349cafa11d2adce986d476d,-73.97565381430985,Bar,none,513264268
867,Good Enough to Eat,40.78591765629621,3fd66200f964a5203fea1ee3,-73.9726321073054,Burger Joint,female,525487502
868,Good Enough to Eat,40.78591765629621,3fd66200f964a5203fea1ee3,-73.9726321073054,Burger Joint,none,54576217
869,Good Enough to Eat,40.78591765629621,3fd66200f964a5203fea1ee3,-73.9726321073054,Burger Joint,female,540077999
870,Hi-Life,40.785653503704474,4a541923f964a52008b31fe3,-73.97640262142791,American Restaurant,male,42096438
871,Hi-Life,40.785653503704474,4a541923f964a52008b31fe3,-73.97640262142791,American Restaurant,male,6813149
872,Hi-Life,40.785653503704474,4a541923f964a52008b31fe3,-73.97640262142791,American Restaurant,female,4848235
873,Burke & Wills,40.783570613513795,51e773a850190e36800d5ccd,-73.97948846159886,Australian Restaurant,male,5372246
874,Burke & Wills,40.783570613513795,51e773a850190e36800d5ccd,-73.97948846159886,Australian Restaurant,female,401465305
875,Burke & Wills,40.783570613513795,51e773a850190e36800d5ccd,-73.97948846159886,Australian Restaurant,male,25018677
876,Sarabeth's West,40.783991183741506,3fd66200f964a52068e91ee3,-73.97771267491619,Breakfast Spot,male,2499293
877,Sarabeth's West,40.783991183741506,3fd66200f964a52068e91ee3,-73.97771267491619,Breakfast Spot,female,440622021
878,Sarabeth's West,40.783991183741506,3fd66200f964a52068e91ee3,-73.97771267491619,Breakfast Spot,female,7491955
879,Peacefood Cafe,40.78516588233607,4a6c86acf964a520b7d01fe3,-73.97706383152412,Vegetarian / Vegan Restaurant,male,97880184
880,Peacefood Cafe,40.78516588233607,4a6c86acf964a520b7d01fe3,-73.97706383152412,Vegetarian / Vegan Restaurant,female,120955847
881,Caledonia Bar,40.7840904847856,581e56f30d63b178d22a0cc6,-73.9777126525013,Bar,male,1111980
882,Caledonia Bar,40.7840904847856,581e56f30d63b178d22a0cc6,-73.9777126525013,Bar,male,371928
883,Caledonia Bar,40.7840904847856,581e56f30d63b178d22a0cc6,-73.9777126525013,Bar,none,74731003
884,Nice Matin,40.78330210691345,4394c89bf964a520842b1fe3,-73.97838339603004,French Restaurant,female,426725424
885,Nice Matin,40.78330210691345,4394c89bf964a520842b1fe3,-73.97838339603004,French Restaurant,female,401465305
886,City Diner,40.79105236015975,49ccef74f964a5209f591fe3,-73.97441903351526,Diner,female,1389507
887,City Diner,40.79105236015975,49ccef74f964a5209f591fe3,-73.97441903351526,Diner,male,103708814
888,Big Daddy's,40.7911514,4bf4254d706e20a1ebfda898,-73.97390829999998,Diner,male,459098959
889,Big Daddy's,40.7911514,4bf4254d706e20a1ebfda898,-73.97390829999998,Diner,female,51628839
890,Big Bang Burger NYC,40.7842022,59fe6daba92d9866eb4cdfc4,-73.9777571,American Restaurant,male,148839696
891,Big Bang Burger NYC,40.7842022,59fe6daba92d9866eb4cdfc4,-73.9777571,American Restaurant,female,6476100
892,Big Bang Burger NYC,40.7842022,59fe6daba92d9866eb4cdfc4,-73.9777571,American Restaurant,male,9898705
893,The Gin Mill,40.78460871565815,40fc6080f964a520250b1fe3,-73.97735348419155,Bar,male,112146325
894,The Gin Mill,40.78460871565815,40fc6080f964a520250b1fe3,-73.97735348419155,Bar,male,37857057
895,The Gin Mill,40.78460871565815,40fc6080f964a520250b1fe3,-73.97735348419155,Bar,female,9144887
896,Blondies,40.783487387809146,3fd66200f964a52044e81ee3,-73.97911071192236,Sports Bar,female,360665
897,Blondies,40.783487387809146,3fd66200f964a52044e81ee3,-73.97911071192236,Sports Bar,male,18991510
898,St. James Gate Publick House,40.78449568971589,49f13760f964a5209e691fe3,-73.97732893024434,Bar,female,21333547
899,St. James Gate Publick House,40.78449568971589,49f13760f964a5209e691fe3,-73.97732893024434,Bar,none,419529746
900,St. James Gate Publick House,40.78449568971589,49f13760f964a5209e691fe3,-73.97732893024434,Bar,male,20095024
901,Joe's Burger Joint,40.78613054738712,520948728bbd00bb118ea27f,-73.976891040802,Burger Joint,male,150106996
902,Joe's Burger Joint,40.78613054738712,520948728bbd00bb118ea27f,-73.976891040802,Burger Joint,male,339358
903,Prohibition,40.78530141030111,3fd66200f964a5203be81ee3,-73.97297416179856,Bar,female,988931
904,Prohibition,40.78530141030111,3fd66200f964a5203be81ee3,-73.97297416179856,Bar,none,538761617
905,The Parlour,40.78845759879725,3fd66200f964a52064e91ee3,-73.97700050343445,Bar,male,4609221
906,The Parlour,40.78845759879725,3fd66200f964a52064e91ee3,-73.97700050343445,Bar,male,12223297
907,The Parlour,40.78845759879725,3fd66200f964a52064e91ee3,-73.97700050343445,Bar,female,21333547
908,Barley & Grain,40.783932890988034,52001d38498ebd3217fbe9de,-73.97778044082953,Whisky Bar,female,155354920
909,Barley & Grain,40.783932890988034,52001d38498ebd3217fbe9de,-73.97778044082953,Whisky Bar,female,92496576
910,Barley & Grain,40.783932890988034,52001d38498ebd3217fbe9de,-73.97778044082953,Whisky Bar,male,18830912
911,Cafe on Broadway,40.78802524254015,4acc9630f964a52005c920e3,-73.97675358617094,Café,female,240349
912,Cafe on Broadway,40.78802524254015,4acc9630f964a52005c920e3,-73.97675358617094,Café,male,18830912
913,Cafe on Broadway,40.78802524254015,4acc9630f964a52005c920e3,-73.97675358617094,Café,male,6512354
914,The Coffee Place,40.78417088815232,4df0ceebd22d4336871907df,-73.97976315928804,Food Truck,female,7413
915,The Coffee Place,40.78417088815232,4df0ceebd22d4336871907df,-73.97976315928804,Food Truck,male,784042
916,The Coffee Place,40.78417088815232,4df0ceebd22d4336871907df,-73.97976315928804,Food Truck,male,36418731
917,Geteburgers,40.78606,5c833770c03635002c77c5ec,-73.972729,Burger Joint,male,1126947
918,Cafe Eighty Two,40.785888686932175,4aa28cd7f964a520e04120e3,-73.97849781926122,Diner,male,103708814
919,Cafe Eighty Two,40.785888686932175,4aa28cd7f964a520e04120e3,-73.97849781926122,Diner,male,500
920,Cafe Eighty Two,40.785888686932175,4aa28cd7f964a520e04120e3,-73.97849781926122,Diner,female,406
921,Mamma's Famous Ristorante,40.78802818608922,4e1c78a06284ae9cf27b9100,-73.97674458650052,Pizza Place,male,9515549
922,Mamma's Famous Ristorante,40.78802818608922,4e1c78a06284ae9cf27b9100,-73.97674458650052,Pizza Place,male,2588950
923,Mamma's Famous Ristorante,40.78802818608922,4e1c78a06284ae9cf27b9100,-73.97674458650052,Pizza Place,male,51706223
924,Jake's Dilemma,40.78426799409865,3fd66200f964a52042e81ee3,-73.97756732086017,Dive Bar,male,522420256
925,Jake's Dilemma,40.78426799409865,3fd66200f964a52042e81ee3,-73.97756732086017,Dive Bar,female,80560113
926,Jake's Dilemma,40.78426799409865,3fd66200f964a52042e81ee3,-73.97756732086017,Dive Bar,female,91748177
927,P.J. Clarke's,40.77184767661628,4ab2a782f964a520c86b20e3,-73.98277613228193,Burger Joint,male,11675761
928,P.J. Clarke's,40.77184767661628,4ab2a782f964a520c86b20e3,-73.98277613228193,Burger Joint,male,933617
929,The Smith,40.771505319588144,5078c4f1e4b0dad821e1f6bd,-73.98229201694723,American Restaurant,male,137665999
930,The Smith,40.771505319588144,5078c4f1e4b0dad821e1f6bd,-73.98229201694723,American Restaurant,male,14226630
931,The Smith,40.771505319588144,5078c4f1e4b0dad821e1f6bd,-73.98229201694723,American Restaurant,female,141827354
932,Westside Restaurant,40.776110109438356,4bf82d4e4a67c928beef24cf,-73.98213525767649,Diner,male,49235205
933,Westside Restaurant,40.776110109438356,4bf82d4e4a67c928beef24cf,-73.98213525767649,Diner,male,58908629
934,Westside Restaurant,40.776110109438356,4bf82d4e4a67c928beef24cf,-73.98213525767649,Diner,female,444434105
935,Old John's Luncheonette,40.775323170285155,4b2ef4dbf964a520b5e824e3,-73.98357457174409,American Restaurant,female,765910
936,Old John's Luncheonette,40.775323170285155,4b2ef4dbf964a520b5e824e3,-73.98357457174409,American Restaurant,male,57433359
937,Old John's Luncheonette,40.775323170285155,4b2ef4dbf964a520b5e824e3,-73.98357457174409,American Restaurant,female,38487825
938,Olympic Flame Diner,40.771089889280894,4b01b98df964a520e04422e3,-73.98719355945914,Diner,female,76377883
939,Olympic Flame Diner,40.771089889280894,4b01b98df964a520e04422e3,-73.98719355945914,Diner,male,1770168
940,Olympic Flame Diner,40.771089889280894,4b01b98df964a520e04422e3,-73.98719355945914,Diner,none,435826421
941,5 Napkin Burger,40.76018000000001,49d8c05df964a520c95d1fe3,-73.99109513128279,Burger Joint,male,59950
942,5 Napkin Burger,40.76018000000001,49d8c05df964a520c95d1fe3,-73.99109513128279,Burger Joint,female,216214209
943,5 Napkin Burger,40.76018000000001,49d8c05df964a520c95d1fe3,-73.99109513128279,Burger Joint,male,815298
944,Friedman's,40.755270601991775,54ddf9a1498e766ab85781f4,-73.99850924419556,American Restaurant,male,9740907
945,Friedman's,40.755270601991775,54ddf9a1498e766ab85781f4,-73.99850924419556,American Restaurant,male,54320085
946,Friedman's,40.755270601991775,54ddf9a1498e766ab85781f4,-73.99850924419556,American Restaurant,male,5082931
947,Genuine Roadside,40.76238004254305,525d964a11d2be5d7eb1192c,-73.99714227860706,American Restaurant,male,102549100
948,Genuine Roadside,40.76238004254305,525d964a11d2be5d7eb1192c,-73.99714227860706,American Restaurant,male,1464849
949,Genuine Roadside,40.76238004254305,525d964a11d2be5d7eb1192c,-73.99714227860706,American Restaurant,male,86628270
